"name","first_release","versions","archived","index"
"APSIM",NA,1,TRUE,53
"APSIMBatch",NA,0,FALSE,54
"APfun",NA,1,TRUE,55
"APtools",NA,1,TRUE,56
"AR",NA,0,FALSE,57
"ARAMIS",NA,0,TRUE,58
"ARCensReg",NA,1,TRUE,59
"ARES",NA,0,TRUE,60
"ARPobservation",NA,1,TRUE,61
"ARTIVA",NA,0,TRUE,62
"ARTP",NA,1,TRUE,63
"ARTP2",NA,0,TRUE,64
"ARTool",NA,0,TRUE,65
"ASICS",NA,0,FALSE,66
"ASIP",NA,1,TRUE,67
"ASMap",NA,1,TRUE,68
"ASPBay",NA,1,TRUE,69
"ASSISTant",NA,0,TRUE,70
"AUC",NA,1,TRUE,71
"AUCRF",NA,0,TRUE,72
"AUtests",NA,1,TRUE,73
"AWR",NA,1,TRUE,74
"AWS.tools",NA,0,TRUE,75
"AbSim",NA,0,TRUE,76
"AbsFilterGSEA",NA,1,TRUE,77
"AcceptanceSampling",NA,0,TRUE,78
"Ace",NA,0,TRUE,79
"AcousticNDLCodeR",NA,1,TRUE,80
"AcrossTic",NA,1,TRUE,81
"Actigraphy",NA,1,TRUE,82
"ActuDistns",NA,0,TRUE,83
"AcuityView",NA,0,FALSE,84
"AdMit",NA,1,TRUE,85
"AdapEnetClass",NA,0,TRUE,86
"AdaptFit",NA,0,TRUE,87
"AdaptFitOS",NA,1,TRUE,88
"AdaptGauss",NA,0,TRUE,89
"AdaptiveSparsity",NA,1,TRUE,90
"AdequacyModel",NA,0,TRUE,91
"AdjBQR",NA,0,FALSE,92
"Aelasticnet",NA,0,TRUE,93
"AggregateR",NA,1,TRUE,94
"Agreement",NA,0,FALSE,95
"Ake",NA,0,FALSE,96
"AlgDesign",NA,0,TRUE,97
"AlgebraicHaploPackage",NA,0,FALSE,98
"AlignStat",NA,1,TRUE,99
"AllPossibleSpellings",NA,0,TRUE,100
"AlleleRetain",NA,1,TRUE,101
"Amelia",NA,0,TRUE,102
"AmericanCallOpt",NA,0,FALSE,103
"AmmoniaConcentration",NA,0,FALSE,104
"AmostraBrasil",NA,1,TRUE,105
"AmpliconDuo",NA,1,TRUE,106
"AnalyzeFMRI",NA,0,TRUE,107
"AnalyzeIO",NA,0,TRUE,108
"AnalyzeTS",NA,1,TRUE,109
"AncestryMapper",NA,1,TRUE,110
"Animal",NA,0,TRUE,111
"AnnotLists",NA,0,TRUE,112
"AnnotationBustR",NA,1,TRUE,113
"AntAngiCool",NA,0,TRUE,114
"AntWeb",NA,1,TRUE,115
"AnthropMMD",NA,0,TRUE,116
"Anthropometry",NA,1,TRUE,117
"ApacheLogProcessor",NA,0,TRUE,118
"AppliedPredictiveModeling",NA,1,TRUE,119
"AquaEnv",NA,1,TRUE,120
"ArArRedux",NA,1,TRUE,121
"ArCo",NA,1,TRUE,122
"ArDec",NA,0,TRUE,123
"ArchaeoPhases",NA,1,TRUE,124
"ArduinoControl",NA,0,TRUE,125
"ArgumentCheck",NA,1,TRUE,126
"ArrayBin",NA,1,TRUE,127
"AssayCorrector",NA,1,TRUE,128
"AssetPricing",NA,1,TRUE,129
"AssocTests",NA,1,TRUE,130
"AssotesteR",NA,0,TRUE,131
"AsynchLong",NA,1,TRUE,132
"AtelieR",NA,1,TRUE,133
"AtmRay",NA,0,TRUE,134
"AurieLSHGaussian",NA,1,TRUE,135
"AutoDeskR",NA,1,TRUE,136
"AutoSEARCH",NA,0,TRUE,137
"AzureML",NA,1,TRUE,138
"B2Z",NA,1,TRUE,139
"BACA",NA,0,TRUE,140
"BACCO",NA,0,TRUE,141
"BACprior",NA,1,TRUE,142
"BADER",NA,0,TRUE,143
"BALCONY",NA,1,TRUE,144
"BAMBI",NA,1,TRUE,145
"BAMD",NA,0,TRUE,146
"BAMMtools",NA,1,TRUE,147
"BANFF",NA,0,TRUE,148
"BANOVA",NA,1,TRUE,149
"BARD",NA,0,TRUE,150
"BART",NA,1,TRUE,151
"BAS",NA,0,TRUE,152
"BASIX",NA,0,TRUE,153
"BASS",NA,0,TRUE,154
"BAT",NA,1,TRUE,155
"BAYSTAR",NA,1,TRUE,156
"BB",NA,1,TRUE,157
"BBEST",NA,0,TRUE,158
"BBMM",NA,0,TRUE,159
"BBMV",NA,0,FALSE,160
"BBRecapture",NA,0,FALSE,161
"BBmisc",NA,0,TRUE,162
"BCA",NA,1,TRUE,163
"BCBCSF",NA,1,TRUE,164
"BCDating",NA,0,TRUE,165
"BCE",NA,0,TRUE,166
"BCEA",NA,1,TRUE,167
"BCEE",NA,1,TRUE,168
"BCEs0",NA,1,TRUE,169
"BCSub",NA,0,TRUE,170
"BCellMA",NA,0,TRUE,171
"BDWreg",NA,1,TRUE,172
"BDgraph",NA,1,TRUE,173
"BEACH",NA,0,TRUE,174
"BEANSP",NA,0,TRUE,175
"BEDASSLE",NA,0,TRUE,176
"BEDMatrix",NA,0,TRUE,177
"BEQI2",NA,1,TRUE,178
"BEST",NA,0,TRUE,179
"BETS",NA,1,TRUE,180
"BGData",NA,0,FALSE,181
"BGLR",NA,1,TRUE,182
"BGPhazard",NA,1,TRUE,183
"BGSIMD",NA,0,FALSE,184
"BH",NA,1,TRUE,185
"BHH2",NA,0,TRUE,186
"BHMSMAfMRI",NA,0,TRUE,187
"BIEN",NA,1,TRUE,188
"BIFIEsurvey",NA,1,TRUE,189
"BIGDAWG",NA,1,TRUE,190
"BIGL",NA,1,TRUE,191
"BINCO",NA,0,TRUE,192
"BIOMASS",NA,1,TRUE,193
"BIOdry",NA,1,TRUE,194
"BIPOD",NA,0,TRUE,195
"BLCOP",NA,1,TRUE,196
"BLModel",NA,0,FALSE,197
"BLPestimatoR",NA,1,TRUE,198
"BLR",NA,0,TRUE,199
"BLRPM",NA,0,FALSE,200
"BMA",NA,0,TRUE,201
"BMAmevt",NA,0,TRUE,202
"BMN",NA,1,TRUE,203
"BMRV",NA,1,TRUE,204
"BMS",NA,1,TRUE,205
"BMhyb",NA,1,TRUE,206
"BMhyb",NA,0,TRUE,207
"BMhyd",NA,1,TRUE,208
"BMisc",NA,1,TRUE,209
"BN",NA,0,TRUE,210
"BNDataGenerator",NA,0,FALSE,211
"BNPMIXcluster",NA,1,TRUE,212
"BNPTSclust",NA,1,TRUE,213
"BNPdensity",NA,0,TRUE,214
"BNSL",NA,1,TRUE,215
"BNSP",NA,1,TRUE,216
"BOG",NA,0,TRUE,217
"BOIN",NA,1,TRUE,218
"BPEC",NA,1,TRUE,219
"BPHO",NA,0,TRUE,220
"BRugs",NA,1,TRUE,221
"BSDA",NA,1,TRUE,222
"BSGS",NA,1,TRUE,223
"BSGW",NA,1,TRUE,224
"BSSasymp",NA,1,TRUE,225
"BSagri",NA,1,TRUE,226
"BSquare",NA,0,TRUE,227
"BTLLasso",NA,0,TRUE,228
"BTR",NA,1,TRUE,229
"BTSPAS",NA,1,TRUE,230
"BTYD",NA,1,TRUE,231
"BTYDplus",NA,0,FALSE,232
"BUCSS",NA,1,TRUE,233
"BVS",NA,1,TRUE,234
"BWStest",NA,0,TRUE,235
"BaBooN",NA,1,TRUE,236
"BaM",NA,0,TRUE,237
"BaSAR",NA,0,TRUE,238
"BaSTA",NA,1,TRUE,239
"BaTFLED3D",NA,0,TRUE,240
"BacArena",NA,0,TRUE,241
"BalancedSampling",NA,1,TRUE,242
"BarcodingR",NA,0,TRUE,243
"Barnard",NA,0,TRUE,244
"Barycenter",NA,1,TRUE,245
"BatchExperiments",NA,0,TRUE,246
"BatchGetSymbols",NA,1,TRUE,247
"BatchJobs",NA,0,TRUE,248
"BatchMap",NA,0,TRUE,249
"BayClone2",NA,0,TRUE,250
"BayHap",NA,0,TRUE,251
"BayHaz",NA,0,TRUE,252
"BayLum",NA,1,TRUE,253
"BayesBD",NA,1,TRUE,254
"BayesBinMix",NA,1,TRUE,255
"BayesBridge",NA,1,TRUE,256
"BayesCR",NA,1,TRUE,257
"BayesComm",NA,1,TRUE,258
"BayesDA",NA,1,TRUE,259
"BayesFM",NA,1,TRUE,260
"BayesFactor",NA,1,TRUE,261
"BayesGESM",NA,1,TRUE,262
"BayesLCA",NA,1,TRUE,263
"BayesLogit",NA,0,TRUE,264
"BayesMed",NA,1,TRUE,265
"BayesMixSurv",NA,1,TRUE,266
"BayesNetBP",NA,1,TRUE,267
"BayesNetDiscovery",NA,0,TRUE,268
"BayesPanel",NA,0,TRUE,269
"BayesPen",NA,0,TRUE,270
"BayesPiecewiseICAR",NA,1,TRUE,271
"BayesQTLBIC",NA,0,TRUE,272
"BayesS5",NA,1,TRUE,273
"BayesSAE",NA,0,TRUE,274
"BayesSingleSub",NA,1,TRUE,275
"BayesSummaryStatLM",NA,0,TRUE,276
"BayesTree",NA,1,TRUE,277
"BayesTreePrior",NA,1,TRUE,278
"BayesValidate",NA,0,FALSE,279
"BayesVarSel",NA,1,TRUE,280
"BayesX",NA,1,TRUE,281
"BayesXsrc",NA,1,TRUE,282
"BayesianAnimalTracker",NA,0,TRUE,283
"BayesianNetwork",NA,1,TRUE,284
"BayesianTools",NA,1,TRUE,285
"Bayesianbetareg",NA,1,TRUE,286
"Bayesthresh",NA,0,TRUE,287
"BcDiag",NA,0,TRUE,288
"Bchron",NA,0,TRUE,289
"Bclim",NA,0,TRUE,290
"BeSS",NA,1,TRUE,291
"Benchmarking",NA,1,TRUE,292
"BenfordTests",NA,1,TRUE,293
"Bergm",NA,0,TRUE,294
"BerkeleyEarth",NA,0,TRUE,295
"BerlinData",NA,0,TRUE,296
"Bessel",NA,0,TRUE,297
"BetaBit",NA,1,TRUE,298
"BeviMed",NA,1,TRUE,299
"Bhat",NA,1,TRUE,300
"BiBitR",NA,1,TRUE,301
"BiDAG",NA,1,TRUE,302
"BiDimRegression",NA,0,TRUE,303
"BiGGR",NA,0,TRUE,304
"BiSEp",NA,1,TRUE,305
"BiTrinA",NA,1,TRUE,306
"BiasedUrn",NA,0,TRUE,307
"BibPlots",NA,1,TRUE,308
"BigQuic",NA,1,TRUE,309
"BigVAR",NA,1,TRUE,310
"BinNonNor",NA,0,TRUE,311
"BinNor",NA,0,TRUE,312
"BinOrdNonNor",NA,0,TRUE,313
"Binarize",NA,1,TRUE,314
"BinaryEPPM",NA,1,TRUE,315
"BioFTF",NA,1,TRUE,316
"BioGeoBEARS",NA,0,TRUE,317
"BioIDMapper",NA,0,TRUE,318
"BioInstaller",NA,1,TRUE,319
"BioMark",NA,1,TRUE,320
"BioPET",NA,1,TRUE,321
"BioPhysConnectoR",NA,1,TRUE,322
"BioStatR",NA,1,TRUE,323
"Biocomb",NA,0,TRUE,324
"Biodem",NA,1,TRUE,325
"BiodiversityR",NA,1,TRUE,326
"Biograph",NA,0,TRUE,327
"BiomarkeR",NA,0,TRUE,328
"Bios2cor",NA,1,TRUE,329
"BiplotGUI",NA,0,TRUE,330
"BivUnifBin",NA,1,TRUE,331
"BlakerCI",NA,1,TRUE,332
"BlandAltmanLeh",NA,0,TRUE,333
"Blaunet",NA,0,TRUE,334
"BlockMessage",NA,0,FALSE,335
"Blossom",NA,0,TRUE,336
"Bmix",NA,1,TRUE,337
"BoSSA",NA,0,TRUE,338
"Bolstad",NA,0,TRUE,339
"Bolstad2",NA,1,TRUE,340
"BoolNet",NA,1,TRUE,341
"Boom",NA,0,TRUE,342
"BoomSpikeSlab",NA,0,TRUE,343
"BootCL",NA,0,TRUE,344
"BootPR",NA,1,TRUE,345
"Boruta",NA,1,TRUE,346
"BradleyTerry",NA,0,TRUE,347
"BradleyTerry2",NA,1,TRUE,348
"BrailleR",NA,1,TRUE,349
"Branching",NA,0,TRUE,350
"Brobdingnag",NA,0,TRUE,351
"BrownDog",NA,0,TRUE,352
"Brq",NA,0,TRUE,353
"BsMD",NA,1,TRUE,354
"BurStFin",NA,0,TRUE,355
"BurStMisc",NA,1,TRUE,356
"C50",NA,0,TRUE,357
"CADFtest",NA,1,TRUE,358
"CADStat",NA,0,TRUE,359
"CAGExploreR",NA,0,TRUE,360
"CALF",NA,0,TRUE,361
"CALIBERrfimpute",NA,0,TRUE,362
"CALINE3",NA,0,TRUE,363
"CAM",NA,0,FALSE,364
"CAMAN",NA,1,TRUE,365
"CARBayes",NA,1,TRUE,366
"CARBayesST",NA,1,TRUE,367
"CARBayesdata",NA,1,TRUE,368
"CARE1",NA,0,TRUE,369
"CARLIT",NA,0,FALSE,370
"CARS",NA,1,TRUE,371
"CARramps",NA,0,TRUE,372
"CARrampsOcl",NA,0,TRUE,373
"CATT",NA,0,TRUE,374
"CATkit",NA,1,TRUE,375
"CAVIAR",NA,0,TRUE,376
"CAscaling",NA,0,TRUE,377
"CAvariants",NA,1,TRUE,378
"CBCgrps",NA,1,TRUE,379
"CBPS",NA,0,TRUE,380
"CCA",NA,0,TRUE,381
"CCAGFA",NA,0,TRUE,382
"CCM",NA,0,TRUE,383
"CCMnet",NA,0,TRUE,384
"CCMtools",NA,0,TRUE,385
"CCP",NA,0,TRUE,386
"CCTpack",NA,1,TRUE,387
"CCpop",NA,0,FALSE,388
"CDF.PSIdekick",NA,1,TRUE,389
"CDFt",NA,0,TRUE,390
"CDLasso",NA,0,TRUE,391
"CDM",NA,0,TRUE,392
"CDNmoney",NA,0,TRUE,393
"CDROM",NA,1,TRUE,394
"CDVine",NA,0,TRUE,395
"CDVineCopulaConditional",NA,1,TRUE,396
"CEC",NA,1,TRUE,397
"CEGO",NA,1,TRUE,398
"CEoptim",NA,1,TRUE,399
"CFC",NA,1,TRUE,400
"CFL",NA,0,TRUE,401
"CGIwithR",NA,0,TRUE,402
"CGP",NA,1,TRUE,403
"CGene",NA,0,TRUE,404
"CHAT",NA,1,TRUE,405
"CHCN",NA,1,TRUE,406
"CHFF",NA,0,FALSE,407
"CHMM",NA,1,TRUE,408
"CHNOSZ",NA,0,TRUE,409
"CHsharp",NA,0,TRUE,410
"CIAAWconsensus",NA,1,TRUE,411
"CIDnetworks",NA,1,TRUE,412
"CIFsmry",NA,1,TRUE,413
"CINID",NA,0,TRUE,414
"CINNA",NA,1,TRUE,415
"CINNA",NA,0,TRUE,416
"CINOEDV",NA,1,TRUE,417
"CITAN",NA,0,TRUE,418
"CLAG",NA,0,TRUE,419
"CLME",NA,1,TRUE,420
"CMC",NA,0,FALSE,421
"CMF",NA,0,FALSE,422
"CMplot",NA,1,TRUE,423
"CNLTreg",NA,0,FALSE,424
"CNLTtsa",NA,0,FALSE,425
"CNOGpro",NA,1,TRUE,426
"CNVassoc",NA,1,TRUE,427
"CNprep",NA,0,TRUE,428
"CNull",NA,0,FALSE,429
"COBRA",NA,1,TRUE,430
"COCONUT",NA,1,TRUE,431
"COMBIA",NA,1,TRUE,432
"COMMUNAL",NA,0,TRUE,433
"COMPoissonReg",NA,0,TRUE,434
"CONOR",NA,0,TRUE,435
"CONORData",NA,0,TRUE,436
"CONS",NA,0,TRUE,437
"COP",NA,0,TRUE,438
"COPASutils",NA,0,TRUE,439
"CORE",NA,0,TRUE,440
"CORElearn",NA,1,TRUE,441
"CORM",NA,1,TRUE,442
"CORREP",NA,0,TRUE,443
"COSINE",NA,1,TRUE,444
"COUNT",NA,0,TRUE,445
"COZIGAM",NA,0,TRUE,446
"CP",NA,1,TRUE,447
"CPBayes",NA,1,TRUE,448
"CPE",NA,1,TRUE,449
"CPGchron",NA,0,TRUE,450
"CPHshape",NA,0,TRUE,451
"CPMCGLM",NA,1,TRUE,452
"CPsurv",NA,0,FALSE,453
"CRF",NA,1,TRUE,454
"CRM",NA,0,TRUE,455
"CRTSize",NA,1,TRUE,456
"CRTgeeDR",NA,1,TRUE,457
"CSS",NA,0,TRUE,458
"CSeqpat",NA,0,FALSE,459
"CTFS",NA,0,TRUE,460
"CTM",NA,1,TRUE,461
"CTT",NA,1,TRUE,462
"CUB",NA,0,TRUE,463
"CUFF",NA,0,TRUE,464
"CUMP",NA,1,TRUE,465
"CUSUMdesign",NA,0,TRUE,466
"CVD",NA,1,TRUE,467
"CVR",NA,0,FALSE,468
"CVST",NA,0,TRUE,469
"CVThresh",NA,1,TRUE,470
"CaDENCE",NA,0,TRUE,471
"Cairo",NA,1,TRUE,472
"CalciOMatic",NA,0,TRUE,473
"Calculator.LR.FNs",NA,1,TRUE,474
"Canopy",NA,1,TRUE,475
"CarbonEL",NA,0,TRUE,476
"CarletonStats",NA,1,TRUE,477
"CatDyn",NA,0,TRUE,478
"CatEncoders",NA,0,TRUE,479
"CateSelection",NA,0,FALSE,480
"CausalFX",NA,0,FALSE,481
"CausalGAM",NA,1,TRUE,482
"CausalImpact",NA,1,TRUE,483
"Causata",NA,0,TRUE,484
"CePa",NA,1,TRUE,485
"CellularAutomaton",NA,1,TRUE,486
"CensMixReg",NA,1,TRUE,487
"CensRegMod",NA,1,TRUE,488
"CensSpatial",NA,0,TRUE,489
"CerioliOutlierDetection",NA,1,TRUE,490
"CfEstimateQuantiles",NA,0,FALSE,491
"ChainLadder",NA,1,TRUE,492
"ChangeAnomalyDetection",NA,0,TRUE,493
"ChangepointTesting",NA,0,FALSE,494
"ChannelAttribution",NA,0,TRUE,495
"Chaos01",NA,1,TRUE,496
"ChaosGame",NA,1,TRUE,497
"CharFun",NA,0,FALSE,498
"ChargeTransport",NA,1,TRUE,499
"CheckDigit",NA,1,TRUE,500
"ChemoSpec",NA,1,TRUE,501
"ChemometricsWithR",NA,1,TRUE,502
"ChemometricsWithRData",NA,0,TRUE,503
"ChoR",NA,0,TRUE,504
"ChoiceModelR",NA,1,TRUE,505
"CircE",NA,1,TRUE,506
"CircMLE",NA,1,TRUE,507
"CircNNTSR",NA,0,TRUE,508
"CircOutlier",NA,1,TRUE,509
"CircSpatial",NA,0,TRUE,510
"CircStats",NA,0,TRUE,511
"CircularDDM",NA,1,TRUE,512
"CityPlot",NA,0,TRUE,513
"Ckmeans.1d.dp",NA,1,TRUE,514
"Claddis",NA,0,TRUE,515
"ClickClust",NA,0,TRUE,516
"ClimClass",NA,1,TRUE,517
"ClimDown",NA,0,FALSE,518
"ClinicalRobustPriors",NA,0,TRUE,519
"CluMix",NA,1,TRUE,520
"ClueR",NA,1,TRUE,521
"ClustGeo",NA,1,TRUE,522
"ClustMMDD",NA,0,TRUE,523
"ClustOfVar",NA,1,TRUE,524
"ClustVarLV",NA,0,TRUE,525
"ClusterR",NA,1,TRUE,526
"ClusterStability",NA,1,TRUE,527
"CoClust",NA,1,TRUE,528
"CoCo",NA,0,TRUE,529
"CoCoAn",NA,0,TRUE,530
"CoCoCg",NA,0,TRUE,531
"CoCoGraph",NA,0,TRUE,532
"CoFRA",NA,1,TRUE,533
"CoImp",NA,1,TRUE,534
"CodeDepends",NA,0,FALSE,535
"CoinMinD",NA,0,TRUE,536
"CollapsABEL",NA,0,TRUE,537
"CollocInfer",NA,1,TRUE,538
"ColorPalette",NA,1,TRUE,539
"ComICS",NA,0,TRUE,540
"ComPairWise",NA,0,TRUE,541
"CombMSC",NA,0,FALSE,542
"CombinS",NA,1,TRUE,543
"CombinePortfolio",NA,1,TRUE,544
"CommonJavaJars",NA,1,TRUE,545
"CommonTrend",NA,1,TRUE,546
"Comp2ROC",NA,1,TRUE,547
"CompLognormal",NA,1,TRUE,548
"CompQuadForm",NA,1,TRUE,549
"CompRandFld",NA,1,TRUE,550
"CompareCausalNetworks",NA,1,TRUE,551
"CompareTests",NA,1,TRUE,552
"CompetingRisk",NA,0,FALSE,553
"CompetingRiskFrailty",NA,0,TRUE,554
"Compind",NA,1,TRUE,555
"ComplexAnalysis",NA,0,TRUE,556
"Compositional",NA,1,TRUE,557
"Compositional",NA,0,TRUE,558
"Compounding",NA,1,TRUE,559
"ConConPiWiFun",NA,1,TRUE,560
"ConR",NA,1,TRUE,561
"ConSpline",NA,0,TRUE,562
"Conake",NA,0,FALSE,563
"CondReg",NA,1,TRUE,564
"ConfoundedMeta",NA,1,TRUE,565
"Conigrave",NA,0,TRUE,566
"ConjointChecks",NA,0,TRUE,567
"ConnMatTools",NA,1,TRUE,568
"ConsRank",NA,1,TRUE,569
"Containers",NA,0,TRUE,570
"ContaminatedMixt",NA,1,TRUE,571
"ContourFunctions",NA,0,FALSE,572
"ConvCalendar",NA,1,TRUE,573
"ConvergenceConcepts",NA,1,TRUE,574
"Copula.Markov",NA,1,TRUE,575
"CopulaDTA",NA,1,TRUE,576
"CopulaREMADA",NA,1,TRUE,577
"CopulaRegression",NA,1,TRUE,578
"CopyDetect",NA,1,TRUE,579
"CopyNumber450kCancer",NA,0,TRUE,580
"CorReg",NA,0,TRUE,581
"Corbi",NA,0,TRUE,582
"CorporaCoCo",NA,0,TRUE,583
"CorrBin",NA,1,TRUE,584
"CorrMixed",NA,1,TRUE,585
"CorrToolBox",NA,0,TRUE,586
"CorrectOverloadedPeaks",NA,1,TRUE,587
"Correlplot",NA,0,FALSE,588
"Counterfactual",NA,1,TRUE,589
"Countr",NA,0,TRUE,590
"CountsEPPM",NA,1,TRUE,591
"CovSel",NA,1,TRUE,592
"CovSelHigh",NA,1,TRUE,593
"Covpath",NA,0,TRUE,594
"CoxBoost",NA,0,TRUE,595
"CoxPlus",NA,0,TRUE,596
"CoxRidge",NA,1,TRUE,597
"Coxnet",NA,0,TRUE,598
"CpGFilter",NA,1,TRUE,599
"CpGassoc",NA,0,TRUE,600
"Cprob",NA,1,TRUE,601
"CreditMetrics",NA,1,TRUE,602
"CreditRisk",NA,0,TRUE,603
"CrossClustering",NA,0,FALSE,604
"CrossScreening",NA,1,TRUE,605
"CrossVA",NA,1,TRUE,606
"CrossValidate",NA,1,TRUE,607
"Crossover",NA,1,TRUE,608
"CryptRndTest",NA,1,TRUE,609
"CrypticIBDcheck",NA,1,TRUE,610
"CuCubes",NA,0,FALSE,611
"Cubist",NA,0,TRUE,612
"CvM2SL1Test",NA,0,TRUE,613
"CvM2SL2Test",NA,0,TRUE,614
"Cyclops",NA,1,TRUE,615
"CytobankAPI",NA,1,TRUE,616
"D2C",NA,1,TRUE,617
"D3M",NA,1,TRUE,618
"D3partitionR",NA,0,TRUE,619
"D3partitionR",NA,0,TRUE,620
"DA.MRFA",NA,0,TRUE,621
"DAAG",NA,1,TRUE,622
"DAAGbio",NA,0,TRUE,623
"DAAGxtras",NA,0,TRUE,624
"DAGGER",NA,1,TRUE,625
"DAISIE",NA,1,TRUE,626
"DAKS",NA,1,TRUE,627
"DALY",NA,1,TRUE,628
"DAMOCLES",NA,0,TRUE,629
"DAMisc",NA,1,TRUE,630
"DART",NA,0,TRUE,631
"DARTData",NA,0,TRUE,632
"DATforDCEMRI",NA,0,TRUE,633
"DBEST",NA,0,TRUE,634
"DBFTest",NA,0,TRUE,635
"DBGSA",NA,1,TRUE,636
"DBI",NA,1,TRUE,637
"DBI.RODBC",NA,0,TRUE,638
"DBI.RPgSQL",NA,0,TRUE,639
"DBItest",NA,1,TRUE,640
"DBKGrad",NA,0,TRUE,641
"DCA",NA,1,TRUE,642
"DCGL",NA,0,TRUE,643
"DCL",NA,0,FALSE,644
"DCM",NA,0,TRUE,645
"DCODE",NA,0,FALSE,646
"DCchoice",NA,1,TRUE,647
"DCluster",NA,0,TRUE,648
"DDD",NA,0,TRUE,649
"DDHFm",NA,0,TRUE,650
"DDIwR",NA,0,TRUE,651
"DDM",NA,0,FALSE,652
"DDRTree",NA,1,TRUE,653
"DEA",NA,0,TRUE,654
"DECIDE",NA,1,TRUE,655
"DEMEtics",NA,0,TRUE,656
"DEMOVA",NA,0,FALSE,657
"DESP",NA,1,TRUE,658
"DEoptim",NA,0,TRUE,659
"DEoptimR",NA,1,TRUE,660
"DEploid",NA,1,TRUE,661
"DFIT",NA,1,TRUE,662
"DHARMa",NA,0,TRUE,663
"DICOM",NA,0,TRUE,664
"DIFboost",NA,1,TRUE,665
"DIFlasso",NA,0,TRUE,666
"DIFtree",NA,0,TRUE,667
"DIME",NA,0,TRUE,668
"DIRECT",NA,1,TRUE,669
"DISTRIB",NA,0,FALSE,670
"DJL",NA,1,TRUE,671
"DLASSO",NA,1,TRUE,672
"DLMtool",NA,1,TRUE,673
"DMMF",NA,1,TRUE,674
"DMRMark",NA,1,TRUE,675
"DMwR",NA,1,TRUE,676
"DMwR2",NA,0,TRUE,677
"DNAprofiles",NA,0,TRUE,678
"DNAseqtest",NA,0,FALSE,679
"DNAtools",NA,1,TRUE,680
"DNLC",NA,0,FALSE,681
"DNMF",NA,1,TRUE,682
"DOBAD",NA,0,TRUE,683
"DODR",NA,0,FALSE,684
"DOSim",NA,0,TRUE,685
"DPM.GGM",NA,0,TRUE,686
"DPWeibull",NA,1,TRUE,687
"DPpackage",NA,1,TRUE,688
"DPw",NA,0,TRUE,689
"DREGAR",NA,0,TRUE,690
"DRI",NA,0,TRUE,691
"DRIP",NA,1,TRUE,692
"DSAIDE",NA,1,TRUE,693
"DSBayes",NA,1,TRUE,694
"DSL",NA,1,TRUE,695
"DSpat",NA,0,TRUE,696
"DSsim",NA,1,TRUE,697
"DStree",NA,0,FALSE,698
"DSviaDRM",NA,0,FALSE,699
"DT",NA,1,TRUE,700
"DTComPair",NA,1,TRUE,701
"DTDA",NA,0,TRUE,702
"DTK",NA,1,TRUE,703
"DTMCPack",NA,0,FALSE,704
"DTR",NA,0,TRUE,705
"DTRlearn",NA,0,TRUE,706
"DTRreg",NA,1,TRUE,707
"DVHmetrics",NA,1,TRUE,708
"DWD",NA,0,TRUE,709
"DWLasso",NA,0,TRUE,710
"DWreg",NA,1,TRUE,711
"DYM",NA,1,TRUE,712
"Daim",NA,1,TRUE,713
"DandEFA",NA,0,TRUE,714
"Dark",NA,1,TRUE,715
"DatABEL",NA,0,TRUE,716
"DataClean",NA,0,FALSE,717
"DataCombine",NA,1,TRUE,718
"DataEntry",NA,0,TRUE,719
"DataExplorer",NA,1,TRUE,720
"DataFrameConstr",NA,0,TRUE,721
